module	owner	kind	name	signature
frontend	quasiquotes.types.QuasiTypeExamples	def	equalityComparisonSummary	equalityComparisonSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	locatedPatternSummary	locatedPatternSummary(patternSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	matchSummary	matchSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	matches	matches(patternSource: String, targetSource: String): Boolean
frontend	quasiquotes.types.QuasiTypeExamples	def	matchingSubstrateSummary	matchingSubstrateSummary(patternSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	normalFormLoweringMessage	normalFormLoweringMessage(source: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	patternAliasEquivalenceSummary	patternAliasEquivalenceSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	rawAppliedLoweringMessage	rawAppliedLoweringMessage(constructorName: String, argumentName: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	rawFunctionArityLoweringMessage	rawFunctionArityLoweringMessage: String
frontend	quasiquotes.types.QuasiTypeExamples	def	rawIdentifierLoweringMessage	rawIdentifierLoweringMessage(name: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	rawTupleArityLoweringMessage	rawTupleArityLoweringMessage: String
frontend	quasiquotes.types.QuasiTypeExamples	def	structuralMatches	structuralMatches(patternSource: String, targetSource: String): Boolean
frontend	quasiquotes.types.QuasiTypeExamples	def	structuralNormalFormSummary	structuralNormalFormSummary(source: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	supportedConstructionSummary	supportedConstructionSummary: List[String]
frontend	quasiquotes.types.QuasiTypeExamples	def	targetInspectionComparisonSummary	targetInspectionComparisonSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	targetNormalFormSummary	targetNormalFormSummary(source: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	tqqEquivalenceSummary	tqqEquivalenceSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	tqqTypePatternMatchSummary	tqqTypePatternMatchSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	typeConstructionDualitySummary	typeConstructionDualitySummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	typeConstructionLoweringDualitySummary	typeConstructionLoweringDualitySummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	typePatternBindingSummary	typePatternBindingSummary(patternSource: String, targetSource: String, bindingName: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	typePatternMatchSummary	typePatternMatchSummary(patternSource: String, targetSource: String): String
frontend	quasiquotes.types.QuasiTypeExamples	def	unsupportedMessage	unsupportedMessage(source: String): String
frontend	quasiquotes.types.QuasiTypePattern	def	exactRenderedTypeReprMatches	exactRenderedTypeReprMatches(using q: Quotes)(target: q.reflect.TypeRepr): Boolean
frontend	quasiquotes.types.QuasiTypePattern	def	matchShape	matchShape(targetShape: TypeShape)(using Quotes): Either[TypeQuasiquoteError, Boolean]
frontend	quasiquotes.types.QuasiTypePattern	def	matchShapeResult	matchShapeResult(targetShape: TypeShape)(using Quotes): Either[TypeQuasiquoteError, Option[TypeMatchResult]]
frontend	quasiquotes.types.QuasiTypePattern	def	matchSource	matchSource(targetSource: String)(using Quotes): Either[TypeQuasiquoteError, Option[TypeMatchResult]]
frontend	quasiquotes.types.QuasiTypePattern	def	matchTypeRepr	matchTypeRepr(using q: Quotes)(target: q.reflect.TypeRepr): Boolean
frontend	quasiquotes.types.QuasiTypePattern	def	matchTypeReprResult	matchTypeReprResult(using q: Quotes)(target: q.reflect.TypeRepr): Option[TypeMatchResult]
frontend	quasiquotes.types.QuasiTypePattern	def	matchesSource	matchesSource(expectedSource: String, actualSource: String)(using Quotes): Either[TypeQuasiquoteError, Boolean]
frontend	quasiquotes.types.QuasiTypePattern	def	matchesSourceByRenderedTypeRepr	matchesSourceByRenderedTypeRepr(expectedSource: String, actualSource: String)(using Quotes): Either[TypeQuasiquoteError, Boolean]
frontend	quasiquotes.types.QuasiTypePattern	def	matchingSubstrateSummary	matchingSubstrateSummary: String
frontend	quasiquotes.types.QuasiTypePattern	def	pattern	pattern(source: String)(using Quotes): Either[TypeQuasiquoteError, QuasiTypePattern]
frontend	quasiquotes.types.QuasiTypePattern	def	patternLocated	patternLocated(source: String)(using Quotes): Either[LocatedDiagnostic[TypeQuasiquoteError], QuasiTypePattern]
frontend	quasiquotes.types.QuasiTypePattern	def	repr	repr(source: String)(using Quotes): Either[TypeQuasiquoteError, QuasiTypePattern]
frontend	quasiquotes.types.QuasiTypePattern	def	reprOrThrow	reprOrThrow(source: String)(using Quotes): QuasiTypePattern
frontend	quasiquotes.types.QuasiTypeRepr	def	fromSource	fromSource(source: String)(using Quotes): Either[TypeQuasiquoteError, QuasiTypeRepr]
frontend	quasiquotes.types.QuasiTypequotes	def	tqq	tqq(source: String)(using Quotes): Either[TypeQuasiquoteError, QuasiTypePattern]
frontend	quasiquotes.types.QuasiTypequotes	def	tqq	tqq(using q: Quotes): TypePatternExtractor[q.reflect.TypeRepr]
frontend	quasiquotes.types.QuasiTypequotes	def	tqr	tqr(templateSource: String, bindings: (String, TypeNormalForm)*): Either[TypeQuasiquoteError, ConstructedType]
frontend	quasiquotes.types.QuasiTypequotes	def	tqr	tqr(templateSource: String, bindings: Seq[(String, TypeNormalForm)]): Either[TypeQuasiquoteError, ConstructedType]
frontend	quasiquotes.types.QuasiTypequotes	def	tqr	tqr(using q: Quotes)(args: q.reflect.TypeRepr*): q.reflect.TypeRepr
frontend	quasiquotes.types.TargetTypeReprInspector	def	inspect	inspect(using q: Quotes)(target: q.reflect.TypeRepr): Either[TypeQuasiquoteError, TypeNormalForm]
frontend	quasiquotes.types.TypeNormalFormSource	def	equalSources	equalSources(leftSource: String, rightSource: String): Either[TypeQuasiquoteError, Boolean]
frontend	quasiquotes.types.TypeNormalFormSource	def	fromSource	fromSource(source: String): Either[TypeQuasiquoteError, TypeNormalForm]
frontend	quasiquotes.types.TypePatternExtractor	def	unapplySeq	unapplySeq(value: T): Option[Seq[T]]
frontend	quasiquotes.types.TypePatternSource	def	fromSource	fromSource(source: String): Either[TypeQuasiquoteError, TypePattern]
frontend	quasiquotes.types.TypePatternSource	def	fromSourceLocated	fromSourceLocated(source: String): Either[LocatedDiagnostic[TypeQuasiquoteError], TypePattern]
frontend	quasiquotes.types.TypeReprLowerer	def	lower	lower(shape: TypeShape)(using Quotes): Either[TypeQuasiquoteError, x$2.reflect.TypeRepr]
frontend	quasiquotes.types.TypeReprLowerer	def	lowerNormalForm	lowerNormalForm(normalForm: TypeNormalForm)(using Quotes): Either[TypeQuasiquoteError, x$2.reflect.TypeRepr]
frontend	quasiquotes.types.TypeTemplateSource	def	fromSource	fromSource(source: String): Either[TypeQuasiquoteError, TypeTemplate]
frontend	quasiquotes.types.TypeTemplateSource	def	fromSourceLocated	fromSourceLocated(source: String): Either[LocatedDiagnostic[TypeQuasiquoteError], TypeTemplate]
